,City Name,City Country,Date,Latitude,Longitude,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
319,wielun,pl,1529812463,51.326438582481245,18.66785587904951,50.8,98,80,9.89
320,kasane,bw,1529812464,-17.748949974793973,24.80695037693866,54.04,62,44,3.85
321,auburn,us,1529811300,41.34432540512009,-84.7345282333132,82.4,100,1,2.28
322,puerto ayacucho,ve,1529812465,4.664364996307853,-66.4984253690431,72.76,98,64,2.28
323,batabano,cu,1529808900,21.94546547369731,-81.94510737219488,78.8,88,40,5.82
324,anloga,gh,1529809200,0.5676208448530247,2.4795149560607967,75.2,94,40,6.93
325,bara,sd,1529812081,14.050795263407181,28.776927222795337,67.09,97,56,6.64
326,hondo,us,1529810520,29.06739761406517,-99.32378343143517,89.6,70,75,17.22
327,melfi,td,1529812466,11.195527446244185,17.733118413735355,44.41,87,0,3.62
328,lagoa,pt,1529811000,47.12426897491963,-33.160376684633746,68,88,0,3.36
329,lethem,gy,1529812467,2.8422082997442004,-57.14005856286447,74.38,91,8,5.3
330,la crosse,us,1529811360,43.22662067824618,-91.71978319833681,73.4,73,40,2.84
331,ferrol,es,1529811000,43.628701171872734,-8.36790977998777,66.2,88,0,1.12
332,emirdag,tr,1529811888,39.18665678961543,30.8490196277763,53.59,100,36,2.62
333,artyom,az,1529809200,40.64155662277432,51.905039177076134,73.4,53,40,11.18
334,kamaishi,jp,1529809200,35.27317192010349,149.47865920094182,84.2,48,40,8.05
335,imeni poliny osipenko,ru,1529812147,52.101841622668104,137.84649228574517,54.04,85,44,10.45
336,balabac,ph,1529812469,9.690095802890667,113.09970236727116,85.54,100,8,9.22
337,cherskiy,ru,1529812470,82.492364365594,157.9454647338681,60.16,44,80,5.3
338,san jose,gt,1529812139,12.804655402650198,-91.3626612592928,81.04,92,88,2.51
339,selestat,fr,1529811000,48.19883886663524,7.5658320747598395,51.8,81,0,2.24
340,tsaratanana,mg,1529812471,-15.946525556814521,47.74343163908537,55.39,87,0,6.87
341,paita,pe,1529812471,-7.994950321918196,-86.48124961451623,65.65,87,0,6.42
342,zhanakorgan,kz,1529812472,43.484846165050016,67.34596426326618,74.56,33,0,6.31
343,angoche,mz,1529812472,-16.6043427629141,39.467749161267676,75.37,100,68,9.78
344,portland,au,1529808780,-42.281589238097645,141.1875713886589,73.4,49,20,8.05
345,luderitz,na,1529812325,-30.400074539368035,9.560128836936286,47.38,93,0,12.8
346,touros,br,1529812473,3.7357510906223013,-32.358047893205224,74.29,99,88,11.34
347,palimbang,ph,1529809200,6.082051904846438,123.59691402843839,87.8,74,75,4.7
348,nanning,cn,1529809200,22.605811248368354,107.90040794882276,77,94,40,4.47
349,ikryanoye,ru,1529809200,46.23279302859706,47.6613499762677,77,41,0,4.47
350,roma,au,1529810400,-26.548562376483645,146.52818864720564,60.8,77,0,6.93
351,baker city,us,1529808960,42.99629151713307,-118.99022583429297,68,40,1,14.99
352,trairi,br,1529812049,4.184586998290641,-34.706486018290434,81.31,98,20,22.86
353,saint anthony,ca,1529808960,53.652333613374594,-51.84075742557283,55.4,76,75,3.36
354,cairns,au,1529809200,-13.23369615979827,146.50138128902745,71.6,88,75,16.11
355,nyaunglebin,mm,1529812476,18.552737163518785,97.29374521526825,74.56,100,92,8.66
356,kvarkeno,ru,1529812476,52.127591140590994,59.4974944690274,69.61,52,0,9.89
357,cooma,au,1529812077,-36.700024050491024,148.45768323556382,47.74,58,0,5.97
358,orlik,ru,1529811949,52.354962336971596,99.20486028603904,57.91,63,0,2.39
359,carbonia,it,1529810400,38.57904797854084,7.040749890739136,71.6,83,20,2.24
360,saint-louis,sn,1529811000,15.89630654070784,-16.50057365459449,50,100,0,5.82
361,calarca,co,1529812479,4.541363684575387,-75.5694496630033,70.42,79,76,2.62
362,cabra,ph,1529811000,14.061524259000322,119.30241602650949,69.8,68,0,2.39
363,svetlogorsk,ru,1529809200,67.15451710496475,92.24338565170223,68,60,0,11.18
364,messina,za,1529808900,-22.60742431681585,29.744430360711476,71.6,68,40,11.41
365,muros,es,1529811000,43.1004340055195,-15.349721593562549,66.2,88,0,3.36
366,bulaevo,kz,1529812481,54.4445372992038,70.29545847665923,64.21,80,44,6.87
367,berlevag,no,1529811917,81.60346171902668,32.41198382675583,44.59,95,68,14.81
368,nishihara,jp,1529809200,20.261286568097077,134.6786628592335,77,69,75,3.36
369,rocha,uy,1529812482,-44.85805092911092,-45.724503716869094,45.94,78,8,13.02
370,levelland,us,1529808780,33.86405551704661,-102.36950248665742,87.8,43,20,10.29
371,suntar,ru,1529812483,61.998743121002235,117.5402367468584,73.93,61,24,3.74
372,rio gallegos,ar,1529809200,-51.167119646170505,-71.08814291621991,33.8,100,90,13.87
373,birjand,ir,1529809200,31.3844829247018,59.27045998455176,78.8,14,0,11.41
374,tyret pervaya,ru,1529812483,53.39234658132651,101.95800843212794,70.96,77,12,4.41
375,nantucket,us,1529811780,37.19693186506764,-68.84927867608829,62.6,100,90,17.16
376,tucumcari,us,1529808780,34.626037930024125,-104.06997940030962,80.6,32,1,8.05
377,vire,fr,1529811000,48.861353625693596,-1.1098115293703756,48.2,100,0,3.36
378,avera,pf,1529811300,-23.04164660424358,-154.7973594665811,80.6,94,1,5.82
379,terney,ru,1529812485,45.10367720404571,137.5172517217527,53.95,84,68,7.99
380,harper,lr,1529810100,-1.1372427151142404,-7.120195333379598,91.4,62,40,11.41
381,phan thiet,vn,1529812486,8.863101303422383,109.72968868326672,83.92,92,20,10.78
382,hovin,no,1529810400,63.06518003435173,10.116412763155466,50,93,75,10.29
383,jalu,ly,1529812099,26.386043734386433,22.8828622625482,77.44,43,0,5.41
384,mangai,cd,1529812487,-3.9738881502986345,19.91968487114795,70.96,94,0,1.95
385,vestmanna,fo,1529810400,71.52383555148461,-8.443860152166053,50,100,92,11.41
386,pochutla,mx,1529812090,9.369040057614711,-97.99762031895247,80.86,100,0,3.4
387,taltal,cl,1529812488,-26.050020650290712,-71.11054073778433,48.82,98,36,1.72
388,verkh-usugli,ru,1529812489,54.36428368339497,115.34835595717817,56.56,100,92,7.54
389,ugoofaaru,mv,1529812489,5.6323132001743375,71.85563059418783,81.13,100,24,12.68
390,macherla,in,1529812490,16.405415532325705,79.22271816603683,78.88,80,92,12.91
391,kochubey,ru,1529812237,44.79468097366714,46.73463157629823,76.18,90,20,9.44
392,yulara,au,1529809200,-28.459008778996818,129.93006804678447,60.8,29,0,9.17
393,margate,za,1529809200,-38.8689287321488,39.03780041229885,53.6,54,75,8.05
394,poum,nc,1529811000,-18.82687963553063,161.87642577426158,53.6,62,75,11.41
395,chute-aux-outardes,ca,1529809200,51.3946778895575,-69.65096497822294,71.6,67,75,4.7
396,kudahuvadhoo,mv,1529812492,2.177248693944037,63.97403300701785,82.75,100,68,7.43
397,totma,ru,1529812492,60.40545343988421,42.53973210950852,69.07,60,32,9.89
398,marbella,es,1529811000,36.520691858511285,-4.929220091953141,69.8,68,0,5.82
399,geraldton,au,1529809200,-31.56879990562601,97.06704891778736,46.4,87,90,9.17
400,elat,il,1529812493,29.155239986788516,34.32756321430105,67.9,100,88,1.95
401,grand forks,ca,1529810100,49.48581595353414,-118.93617052226938,68,93,1,6.93
402,qingdao,cn,1529809200,35.09933598658722,121.0434655535085,87.8,35,0,13.42
403,grosseto,it,1529812494,42.70096374076792,11.487302205797533,53.41,69,24,3.51
404,mitsamiouli,km,1529809200,-6.1195702932743785,46.20144905162172,73.4,69,75,4.7
405,pangnirtung,ca,1529811908,63.636752603375015,-59.91721492156415,30.37,95,48,1.39
406,kuminskiy,ru,1529812494,58.69400209306906,66.39304399943185,62.95,86,24,7.65
407,cabo san lucas,mx,1529808300,7.463385732510545,-119.1234131168306,75.2,77,5,11.41
408,mount gambier,au,1529812337,-41.68103360688877,137.05514654668656,50.44,95,88,3.18
409,atikokan,ca,1529812495,48.643938538372595,-92.27658111135068,63.31,96,92,5.08
410,cheney,us,1529809080,47.16130696501972,-118.19162402256018,71.6,52,90,4.7
411,salacgriva,lv,1529812496,57.61633355377657,23.905265452402205,54.67,62,76,12.91
412,izhma,ru,1529812496,66.76714856391015,55.03174370745262,69.07,64,24,2.84
413,bridlington,gb,1529810400,55.788700505678776,1.3020267144852937,48.2,93,44,4.7
414,provost,ca,1529812497,52.40182681656114,-110.32105187464313,72.04,62,44,6.64
415,talnakh,ru,1529812498,71.17088389543736,94.52715303973218,62.68,61,0,5.19
416,elizabeth city,us,1529811300,35.236344607311736,-74.07865009405627,78.8,83,1,8.77
417,barabinsk,ru,1529812141,55.1931549808468,77.73552789524098,68.71,88,0,4.85
418,vostok,ru,1529811938,46.57118374511046,135.3613731729439,53.32,75,88,3.74
419,bokhan,ru,1529812499,53.022688119098746,103.71825864913978,69.25,74,8,4.29
420,leshukonskoye,ru,1529812500,65.3713135812597,46.0994461798775,63.04,58,12,3.51
421,najran,sa,1529809200,17.011159615836263,44.22263719031426,73.4,20,5,6.93
422,caravelas,br,1529812500,-23.209756477564653,-28.139832510404716,76.36,100,8,11.23
423,vanimo,pg,1529812378,-2.9401962937884747,138.7221400260666,79.96,100,44,7.65
424,yate,nc,1529810400,-22.13555475782924,167.10935494950155,55.4,71,12,13.87
425,zhigansk,ru,1529812502,66.03383550791287,121.50741416240197,76.27,35,12,2.06
426,komsomolskiy,ru,1529812502,69.51031247161359,174.037422972701,55.66,72,0,11.34
427,mayo,ca,1529809200,63.813121469568074,-136.1036974463029,68,42,75,8.05
428,akoupe,ci,1529812503,6.294111916515604,-3.7687310604207482,72.04,99,92,3.85
429,matara,lk,1529812504,-2.2506444727626302,82.08651932486458,27.04,78,0,1.95
430,chifeng,cn,1529812504,43.273269886687956,118.69236741024969,80.32,56,68,5.3
431,shimoda,jp,1529809200,21.832822952444374,141.7057100373965,71.6,83,75,8.05
432,prince rupert,ca,1529809200,51.32800726948571,-130.93780945188792,57.2,76,90,4.7
433,yar-sale,ru,1529812506,69.37797666079229,72.07792824386183,50.35,72,0,18.05
434,tadine,nc,1529812506,-23.999031491359972,173.26466532825094,71.77,100,56,9.78
435,perth,au,1529810400,-32.035904438701266,116.12470904235687,50,93,0,4.7
436,pozoblanco,es,1529811000,38.14994551350122,-4.833968376815591,69.8,68,0,2.39
437,priboieni,ro,1529812507,44.872708027745375,25.055233900341193,44.77,88,0,2.62
438,blenheim,ca,1529812507,42.01306354241177,-81.70301030092728,53.68,95,32,18.16
439,itumba,tz,1529812508,-9.389685187502494,33.093107591003275,57.01,88,8,8.66
440,mananjary,mg,1529812508,-21.118857742959364,48.4919241298698,35.59,80,12,2.95
441,aklavik,ca,1529809200,74.68724486048617,-138.0303235851827,42.8,70,90,9.17
442,ekibastuz,kz,1529812509,51.1307020508701,74.76098444568726,74.38,44,48,4.41
443,antsohihy,mg,1529812509,-14.409592491422273,47.33660430526626,71.86,71,24,11.9
444,ossora,ru,1529812096,60.42515514603565,163.29430846029152,53.41,92,0,5.75
445,sola,vu,1529810400,-11.318335828159093,169.02630060419858,51.8,93,40,8.05
446,verkhnyaya sinyachikha,ru,1529812510,58.06850294093314,62.301399648368744,61.42,80,92,7.09
447,ngaoundere,cm,1529812511,6.780785981960264,13.275837376577982,55.84,94,20,2.06
448,mitu,co,1529812511,1.302000583676218,-70.64834800295293,53.23,64,0,2.17
449,tayu,id,1529809200,-6.317221210789569,111.31814118746377,75.2,78,75,4.7
450,pacific grove,us,1529811300,27.587887700218886,-133.7449765730996,60.8,77,20,8.05
451,monrovia,lr,1529812512,0.2816533026319803,-15.036088096425487,72.31,98,92,2.51
452,aljezur,pt,1529812334,35.594163551894525,-11.707736549131283,60.97,100,56,9.1
453,colquechaca,bo,1529812513,-18.74938357833726,-65.74565401709182,31.81,68,0,1.5
454,taganak,ph,1529809200,5.686406108837232,118.60313314376987,89.6,59,75,4.7
455,havelock,us,1529809080,32.60512742727313,-74.92804231353534,82.4,94,20,10.29
456,bubaque,gw,1529812373,8.075591081137674,-17.14999553696461,79.24,100,92,11.01
457,bourail,nc,1529812514,-27.2436895599931,161.76387087420392,69.25,73,48,8.66
458,crotone,it,1529808900,39.0435874614239,17.81703378412888,50,100,90,6.93
459,creel,mx,1529812455,27.485111944701274,-107.07234246454837,62.86,74,24,3.85
460,ongandjera,na,1529812515,-16.88655037058703,14.50112416708913,49.36,52,0,8.43
461,karratha,au,1529812016,-19.494135200707007,115.09933868149477,70.78,20,0,18.5
462,shemordan,ru,1529812516,56.30265322366145,50.466500999053636,75.19,48,12,4.41
463,tibacuy,co,1529809200,4.538830177948952,-72.49730732527208,55.4,76,40,5.82
464,camacha,pt,1529811000,37.489290995360875,-17.350907925627723,66.2,88,40,8.05
465,quang ngai,vn,1529812517,16.499289036679343,110.45771109399038,86.62,62,76,2.73
466,talmenka,ru,1529809200,53.9300839702525,83.34199894540035,62.6,93,40,2.24
467,nanortalik,gl,1529812517,54.909407020498804,-42.47508997327796,35.59,100,88,8.1
468,kenai,us,1529808960,65.0664779666964,-153.90742445970176,55.4,71,40,10.29
469,yerbogachen,ru,1529811951,61.09886469152306,110.50667499670499,76.54,53,0,5.41
470,verkhoyansk,ru,1529812518,68.00031809945824,132.08446722022245,80.14,32,0,3.51
471,mount isa,au,1529809200,-17.967894907064974,139.04373172067142,78.8,36,56,11.41
472,neiafu,to,1529809200,-18.638013323958774,-173.21576191161165,80.6,69,40,9.17
473,ahmadpur sial,pk,1529809200,30.715526449975073,71.42762071918031,93.2,52,40,6.93
474,tokur,ru,1529812520,55.309074982042716,132.95420916000444,64.03,55,36,6.2
475,belaya gora,ru,1529812455,69.71500504658161,146.48482199145462,66.55,50,0,7.76
476,grand gaube,mu,1529809200,-17.070433727684104,60.506091793014576,73.4,64,75,11.41
477,alyangula,au,1529812521,-15.37260300212158,139.54617259225807,79.51,84,32,15.03
478,fuyu,cn,1529812208,45.72056095470822,124.43655998416068,73.12,69,24,5.41
479,clyde river,ca,1529809200,72.81215517714355,-73.46608038313886,37.4,89,1,5.82
480,pevek,ru,1529812522,82.17956169595422,167.62777739221139,45.04,67,12,10.56
481,inuvik,ca,1529809200,67.12461464321359,-131.77366452882333,42.8,70,90,9.17
482,sorland,no,1529812171,71.51534812706032,4.8525464764626065,47.29,100,8,16.26
483,inta,ru,1529812523,64.5551335436081,59.810933619440135,64.39,74,0,3.18
484,fuxin,cn,1529812524,42.98319653900552,121.05735101350348,89.59,49,20,6.64
485,venice,us,1529811300,26.497061174920574,-83.53019530442882,84.2,83,20,4.7
486,huron,us,1529808900,44.40698668728945,-98.8905787503176,69.8,93,1,4.7
487,honiara,sb,1529809200,-12.216168146801621,156.9718464776663,73.4,94,90,9.17
488,paamiut,gl,1529812525,59.011625486445865,-54.243465252432586,37.39,100,44,3.62
489,seydi,tm,1529812526,38.87577676725715,62.603235646827784,68.53,93,0,2.73
490,estepona,es,1529811000,36.22911683597353,-5.057013275873288,69.8,68,0,5.82
491,burns lake,ca,1529812526,56.33077829410988,-125.60762231615062,59.8,47,0,6.64
492,meadow lake,ca,1529812228,58.62519492507741,-108.58809639111624,72.58,55,44,5.41
493,bonthe,sl,1529812103,5.951025158092406,-15.124262004325715,72.94,100,92,3.51
494,teruel,es,1529811000,40.60169995479632,-1.4722969239368808,66.2,82,0,3.36
495,la ronge,ca,1529809200,60.206090425447485,-104.7985811181276,64.4,77,75,11.41
496,harindanga,in,1529809200,19.55892550963648,89.44946545550579,87.8,84,75,10.29
497,rio de janeiro,br,1529809200,-24.555600755309158,-43.2403644217807,73.4,100,0,4.7
498,tamiahua,mx,1529812529,22.36620638252309,-95.53010064051605,83.11,91,20,16.15
499,shunyi,cn,1529809200,41.16115345814373,116.79735272780079,91.4,46,0,4.47
500,manjacaze,mz,1529812530,-24.992074346024083,34.420986292171165,55.57,80,0,3.62
501,calvinia,za,1529810940,-30.698323312545625,19.966665247538856,48.2,100,90,3.36
502,sabha,ly,1529812531,25.247107593794368,17.827575636860473,80.41,33,0,14.7
503,koumac,nc,1529811948,-22.175519636323912,162.89977636339603,74.92,63,0,6.64
504,temiscaming,ca,1529809200,47.259674588061216,-78.41471880163972,57.2,82,1,4.41
505,broome,au,1529810400,-18.922314824212023,120.89087022599068,50,93,48,2.24
506,pangody,ru,1529812532,71.43025807261915,74.04049888071432,59.71,92,92,16.82
507,florida,uy,1529808600,-33.82204044584808,-55.61353731602226,75.2,94,20,5.82
508,san clemente,us,1529809500,33.29541347376015,-117.54276101727889,69.8,72,90,5.82
509,heze,cn,1529812533,35.256160843505995,115.56458376493788,86.89,56,76,10.33
510,half moon bay,us,1529808960,35.97212127334656,-125.68500728703282,93.2,56,1,17.22
511,sharan,af,1529812534,33.2404214696882,68.85045097752493,65.29,58,0,3.62
512,lozova,ua,1529812534,48.945720315361456,36.409490125497655,66.91,96,92,5.97
513,vanavara,ru,1529812535,62.3095773186684,104.4635339369259,75.91,53,0,3.74
514,wawa,ca,1529812535,47.287627070639815,-85.04616342774665,74.56,88,80,7.65
515,turukhansk,ru,1529812535,64.00656069162494,86.86199141051003,69.16,99,48,8.55
516,santa cruz,cr,1529811300,8.104017038693186,-88.37452366935918,89.6,82,1,12.75
517,nisia floresta,br,1529809200,-5.615089499284423,-33.572200979968414,73.4,88,20,11.41
518,zheleznodorozhnyy,ru,1529809200,62.65737107731499,51.38714507229602,71.6,60,0,8.95
519,durango,mx,1529808780,24.092044581694836,-105.14755830947844,82.4,12,1,3.36
520,rawson,ar,1529812538,-50.05817624471075,-59.307910958779615,27.22,52,0,9.66
521,rush,ie,1529808780,53.47802007023344,-5.25842657993033,71.6,94,75,4.97
522,san isidro,ph,1529812540,6.665997131343332,127.72579905399374,84.19,86,68,3.51
523,linqiong,cn,1529809200,30.055144048968913,103.55798524029228,80.6,88,40,4.47
524,ternate,id,1529809200,2.0249925740049832,128.2262334985822,87.8,70,75,6.93
525,dhidhdhoo,mv,1529812183,7.054029163597264,72.10221352905518,80.77,100,64,14.81
526,oussouye,sn,1529809200,11.279944295528978,-18.45707804441048,80.6,83,0,2.24
527,kasongo,cd,1529812542,-4.359251525129125,27.423464911622432,67.9,95,0,2.28
528,bayanday,ru,1529812067,53.31901541867384,106.1199290102702,67.81,62,32,6.98
529,thunder bay,ca,1529809200,48.3396035429742,-88.20228060174637,55.4,93,75,2.24
530,maceio,br,1529809200,-18.382397658080308,-25.816347958207615,73.4,78,20,3.36
531,shetpe,kz,1529812543,45.084847437144504,52.87667400906753,73.21,46,0,3.4
532,vao,nc,1529812544,-26.373310463759417,166.77540431209042,52.15,84,68,5.53
533,dicabisagan,ph,1529812544,16.052971343542808,123.03598024392738,81.31,100,48,5.97
534,tarpon springs,us,1529811300,28.406918363287545,-83.52116924014649,84.2,83,90,5.82
535,narrabri,au,1529812340,-30.453457511152287,148.2874054220389,57.55,62,0,4.18
536,halifax,ca,1529810220,42.27930409468027,-62.76598179693431,57.2,100,90,8.05
537,bismarck,us,1529808720,47.36428228433701,-99.88188490647224,66.2,82,90,6.93
538,kerema,pg,1529812546,-8.730562740435033,145.20093785130678,75.46,95,92,2.84
539,kanniyakumari,in,1529812546,7.778548997914726,77.58637452359073,77.8,100,80,16.6
540,jimenez,mx,1529812546,28.904555447823242,-105.15572275905329,72.94,100,92,3.74
541,langfang,cn,1529809200,39.19227814114004,116.35479605131468,91.4,46,0,4.47
542,irtyshskiy,ru,1529812547,58.83723604927687,67.9704808689138,63.04,81,32,7.43
543,atar,mr,1529812547,20.282471272619105,-13.98418104582234,75.01,35,0,4.07
544,palembang,id,1529809200,-3.2105532089329643,105.44798175050727,82.4,78,40,4.7
545,colares,pt,1529811000,39.26920080151726,-11.582452959845938,64.4,88,0,1.12
546,huambo,ao,1529812022,-12.830349022896058,16.237133208691404,38.2,76,0,2.06
547,hirara,jp,1529809200,23.93898591344464,127.06047421347625,86,84,75,14.99
548,nobres,br,1529812549,-14.08038978073418,-54.94790760602339,65.11,76,8,2.73
549,baykit,ru,1529812550,66.9191473328809,95.01480211655763,74.02,64,0,4.41
550,tura,ru,1529812104,66.0056507390731,100.91243350481932,79.42,97,64,3.62
551,weligama,lk,1529812550,2.9100464290368535,79.85598790415338,77.26,100,44,4.41
552,macas,ec,1529812551,-2.7861141906932687,-76.14583277394553,60.97,88,36,2.73
553,bantou,cn,1529812551,25.95120989276799,118.45437613701876,83.29,76,64,2.73
554,spring hill,us,1529811300,29.095671614115886,-83.2002233770066,84.2,88,1,6.64
555,kananga,cd,1529812552,-6.418279685370663,21.950918926704276,67.54,91,44,2.39
556,luganville,vu,1529812228,-14.964208328844961,163.2932997816809,78.7,100,56,14.14
557,hamilton,bm,1529808900,34.70711731354422,-67.98815000452188,78.8,88,20,9.17
558,derzhavinsk,kz,1529812553,49.61111335259935,64.21495784726784,71.5,60,0,5.3
559,chamba,in,1529812554,32.68483517439887,76.25360315713044,78.16,34,0,1.5
560,esperance,au,1529809200,-30.7054883386646,123.16214743323246,78.8,94,40,8.05
561,parakan,id,1529812555,-6.610488717983941,109.96899763031473,77.44,77,24,3.4
562,prado,br,1529812555,-17.20778045236206,-38.08436435261717,76.81,97,12,12.01
563,murray bridge,au,1529812555,-35.428069206796295,139.76154263017918,53.32,100,0,6.42
564,srandakan,id,1529812800,-10.112421484692831,109.29383453195743,84.2,62,75,5.82
565,sanming,cn,1529812556,26.329725752552562,118.22283996765486,83.29,76,64,2.73
566,maragogi,br,1529812556,-14.249399570224867,-28.46514265226719,74.74,90,0,10.45
567,wuwei,cn,1529812557,36.92383357997875,103.00212501189549,60.34,100,92,2.39
568,antofagasta,cl,1529809200,-23.206375564698305,-73.06134548753556,53.6,81,20,3.36
569,fairbanks,us,1529809080,72.96090892274006,-143.386796913645,69.8,35,76,10.29
570,nangomba,tz,1529812558,-10.972645101773054,38.33861859299432,59.62,89,20,2.95
571,kandrian,pg,1529812559,-5.059540623859931,148.68317045938528,80.41,82,68,6.87
572,kachug,ru,1529812559,53.9587972348412,105.48600534081015,67.27,61,24,7.31
573,richards bay,za,1529812559,-28.444808525471707,36.26215978118904,53.86,83,0,3.4
574,palm coast,us,1529808960,29.864197823425343,-80.58882373333084,80.6,74,40,6.93
575,puerto colombia,co,1529809200,12.69628051489373,-76.91592562464139,82.4,83,40,8.05
576,brae,gb,1529810400,68.22398632112484,-0.04680055221356838,51.8,87,92,14.99
577,viedma,ar,1529812167,-44.29698396372034,-60.99718386284951,36.76,54,0,9.22
578,savelugu,gh,1529812562,9.876215440399093,-1.5206876800527596,76.27,84,88,10
579,ust-nera,ru,1529812562,61.94253199486175,141.31779898897082,62.41,50,12,2.73
580,bilibino,ru,1529812562,75.55983627166734,165.2096208770709,64.12,82,64,0.38
581,santa fe,ar,1529812485,-31.513846872737346,-60.52731127653631,48.46,64,0,15.37
582,nuuk,gl,1529808600,62.63329529827891,-53.630524745507586,41,80,68,9.17
583,maniwaki,ca,1529812564,46.552357283621575,-75.89725269513718,63.13,82,80,3.18
584,valparaiso,cl,1529811300,-31.229061992545248,-78.34199539361525,71.6,83,90,4.7
585,kawalu,id,1529812564,-10.012625314739452,108.11331425158022,70.96,95,80,1.39
586,narasannapeta,in,1529812565,14.88086846156554,87.43846744683128,84.46,80,92,7.43
587,saldanha,za,1529812334,-38.790515713068274,5.824610498777986,61.33,70,0,4.74
588,puerto leguizamo,co,1529812566,-0.9450954034187191,-75.04331620144305,71.32,99,36,2.17
589,iki-burul,ru,1529809200,45.68770107789297,45.114305345479835,73.4,43,80,6.71
590,tecpan,mx,1529809200,13.569380244652052,-102.67004761598218,64.4,93,40,2.28
591,plymouth,gb,1529812272,50.351344102630975,-4.233598583231526,54.22,89,12,5.64
592,niagara falls,us,1529809680,43.13534322874716,-79.03904647451022,68,93,90,4.7
593,babaeski,tr,1529812568,41.398130944349276,27.179355035547587,60.34,55,56,6.98
594,mildura,au,1529812464,-33.58572310771606,140.66727675340252,51.88,88,80,4.63
595,mahajanga,mg,1529809200,-15.407864933688884,45.84454464691328,66.2,88,0,2.24
596,bestobe,kz,1529812569,52.31594308557163,73.17833833608833,69.07,72,48,5.3
597,ayan,ru,1529812223,57.04889715178098,137.9690767531447,48.91,90,36,2.28
598,litovko,ru,1529812570,49.289841906915086,134.4378677291092,52.51,86,92,5.97
599,gat,ly,1529809200,26.479414782176818,7.815872732208618,78.8,78,76,4.7
600,binzhou,cn,1529812134,22.803546650859346,109.1227947189874,89.59,59,8,7.31
601,birao,cf,1529812177,10.281033556104177,24.48880822936877,69.52,98,68,2.95
602,tottori,jp,1529809200,36.92826585637171,134.20374049566294,82.4,61,40,4.7
603,hue,vn,1529809200,16.45046838102064,106.80329493290895,96.8,41,20,3.36
604,norden,de,1529810700,55.2491959267893,6.249342538114831,53.6,81,75,5.82
605,esso,ru,1529812572,56.28078920756687,157.4491740325688,43.6,91,8,0.94
606,pineville,us,1529811300,31.116750533854642,-91.93544367870223,82.4,88,1,8.99
607,souris,ca,1529809200,49.455923646958695,-100.25051782241323,59,77,90,11.41
608,taoudenni,ml,1529812574,23.238719029081096,-3.3958026942299853,72.49,18,0,4.63
609,garowe,so,1529812574,7.803527909210629,48.38400721593379,80.14,53,56,19.06
610,odienne,ci,1529812575,9.985759860753546,-7.978849745345826,68.44,94,76,5.64
611,stromness,gb,1529809680,59.656592714639146,-4.212649898170042,68,100,90,4.7
612,cache creek,ca,1529809200,51.13798318600951,-121.1134844092679,77,44,20,6.93
613,vondrozo,mg,1529812576,-22.87741977864293,47.54101443513866,62.68,100,92,4.29
614,ustrzyki dolne,pl,1529812576,49.357298419104865,22.66978665889198,42.16,95,24,3.4
615,youkounkoun,gn,1529812576,13.31592722016704,-12.722136930468565,74.29,90,32,11.23
616,njombe,tz,1529812577,-9.48408576176449,34.52096435600433,46.93,88,0,3.4
617,arica,cl,1529809200,-18.67159285147794,-68.71074451929144,62.6,72,90,2.24
618,nautanwa,in,1529812578,27.43990657213199,83.45241184262113,84.91,71,12,3.74
619,lompoc,us,1529811300,29.488862157437495,-128.0269825142767,64.4,77,1,8.05
620,boende,cd,1529812578,0.18385949448492056,20.0991842933295,68.71,96,0,2.17
621,hirado,jp,1529809200,33.881902743812816,128.81874190171902,78.8,65,75,3.36
622,menongue,ao,1529812127,-15.70113749627015,17.883424917508705,47.02,64,0,4.41
623,chicama,pe,1529809200,-9.601098860657103,-82.99940630123719,62.6,93,90,8.05
624,george,za,1529809200,-34.465021895066826,21.522699096827267,75.2,94,40,2.24
625,manavgat,tr,1529810400,37.009374487045264,31.379278696718586,73.4,64,0,9.17
626,lorengau,pg,1529812439,2.6581804720871673,146.96014477042308,82.12,100,64,4.18
627,paka,my,1529811000,5.144378438494854,104.44810249716517,48.2,100,0,6.93
628,veraval,in,1529811000,16.357673047648618,67.26688469097346,53.6,87,0,7.76
629,churapcha,ru,1529812581,62.870324147193344,132.78378213908178,73.12,47,68,3.4
630,noumea,nc,1529811000,-26.212859758060702,164.57006160664127,71.6,56,75,12.75
631,tortoli,it,1529808900,39.21342243058203,10.062176736207562,69.8,83,40,5.82
632,aksarka,ru,1529812583,66.2625979061776,68.19037923818965,55.12,69,0,19.73
633,porto tolle,it,1529810400,44.62653586513238,12.707259111799061,64.4,63,40,3.36
634,cabedelo,br,1529809200,-6.298859388704216,-27.364278533837677,71.6,94,20,6.93
635,volta redonda,br,1529809200,-22.57017316454197,-44.11998042682686,71.6,94,8,4.7
636,olinda,br,1529809200,-9.14714689022233,-28.829344545396992,73.4,73,75,10.29
637,wagar,sd,1529812585,15.695921182278354,35.88583945812084,84.73,66,0,6.42
638,kharp,ru,1529812585,67.99763893527552,66.08978151776688,62.86,70,0,8.55
639,kununurra,au,1529809200,-18.90213754195669,127.87522871129659,80.6,18,0,12.75
640,progreso,mx,1529809200,23.432586357926837,-90.88617670378726,44.6,74,40,16.11
